Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
432,gerd, stomach_pain, acidity, vomiting, cough
433,gerd, stomach_pain, acidity, ulcers_on_tongue, cough
434,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
435,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
436,gerd, acidity, ulcers_on_tongue, vomiting, cough
437,gerd, stomach_pain, ulcers_on_tongue, vomiting, cough
438,gerd, stomach_pain, acidity, vomiting, cough
439,gerd, stomach_pain, acidity, ulcers_on_tongue, cough
440,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
441,chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite
442,chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite
443,chronic cholestasis,itching, vomiting, nausea, loss_of_appetite
444,chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite
445,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
446,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
447,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
448,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
449,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
450,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
451,drug reaction,itching, stomach_pain, burning_micturition, spotting_ urination
452,drug reaction,itching, skin_rash, burning_micturition, spotting_ urination
453,drug reaction,itching, skin_rash, stomach_pain, spotting_ urination
454,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
455,drug reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination
456,drug reaction,itching, stomach_pain, burning_micturition, spotting_ urination
457,drug reaction,itching, skin_rash, burning_micturition, spotting_ urination
458,drug reaction,itching, skin_rash, stomach_pain, spotting_ urination
459,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
460,peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
461,peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
462,peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
463,peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
464,peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
465,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, passage_of_gases
466,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
467,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
468,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
469,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
470,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
471,aids, patches_in_throat, high_fever, extra_marital_contacts,
472,aids, muscle_wasting, high_fever, extra_marital_contacts,
473,aids, muscle_wasting, patches_in_throat, extra_marital_contacts,
474,aids, muscle_wasting, patches_in_throat, high_fever,
475,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
476,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
477,aids, patches_in_throat, high_fever, extra_marital_contacts,
478,aids, muscle_wasting, high_fever, extra_marital_contacts,
479,aids, muscle_wasting, patches_in_throat, high_fever,
480,diabetes , fatigue, weight_loss, restlessness, lethargy
481,diabetes , fatigue, weight_loss, restlessness, lethargy
482,diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level
483,diabetes , fatigue, restlessness, lethargy, irregular_sugar_level
484,diabetes , fatigue, weight_loss, lethargy, irregular_sugar_level
485,diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level
486,diabetes , fatigue, weight_loss, restlessness, lethargy
487,diabetes , fatigue, weight_loss, restlessness, lethargy
488,diabetes , fatigue, weight_loss, restlessness, lethargy
489,diabetes , fatigue, weight_loss, restlessness, lethargy
490,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
491,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
492,gastroenteritis, sunken_eyes, dehydration, diarrhoea,
493,gastroenteritis, vomiting, dehydration, diarrhoea,
494,gastroenteritis, vomiting, sunken_eyes, diarrhoea,
495,gastroenteritis, vomiting, sunken_eyes, dehydration,
496,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
497,gastroenteritis, sunken_eyes, dehydration, diarrhoea,
498,gastroenteritis, vomiting, dehydration, diarrhoea,
499,gastroenteritis, vomiting, sunken_eyes, diarrhoea,
500,bronchial asthma, fatigue, cough, high_fever, breathlessness
501,bronchial asthma, cough, high_fever, breathlessness, family_history
502,bronchial asthma, fatigue, high_fever, breathlessness, family_history
503,bronchial asthma, fatigue, cough, breathlessness, family_history
504,bronchial asthma, fatigue, cough, high_fever, family_history
505,bronchial asthma, fatigue, cough, high_fever, breathlessness
506,bronchial asthma, fatigue, cough, high_fever, breathlessness
507,bronchial asthma, fatigue, cough, high_fever, breathlessness
508,bronchial asthma, cough, high_fever, breathlessness, family_history
509,bronchial asthma, fatigue, high_fever, breathlessness, family_history
510,hypertension , headache, chest_pain, dizziness, loss_of_balance
511,hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
512,hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
513,hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
514,hypertension , headache, chest_pain, dizziness, lack_of_concentration
515,hypertension , headache, chest_pain, dizziness, loss_of_balance
516,hypertension , headache, chest_pain, dizziness, loss_of_balance
517,hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
518,hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
519,hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
520,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
521,migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
522,migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger
523,migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
524,migraine, acidity, indigestion, headache, excessive_hunger
525,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
526,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
527,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
528,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
529,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
530,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
531,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
532,cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
533,cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
534,cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance
535,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
536,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
537,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
538,cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
539,cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
540,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
541,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
542,paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
543,paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
544,paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
545,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,
546,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
547,paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
548,paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
549,paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
550,jaundice,itching, vomiting, fatigue, weight_loss
551,jaundice,itching, vomiting, fatigue, weight_loss
552,jaundice, vomiting, fatigue, weight_loss, high_fever
553,jaundice,itching, fatigue, weight_loss, high_fever
554,jaundice,itching, vomiting, weight_loss, high_fever
555,jaundice,itching, vomiting, fatigue, high_fever
556,jaundice,itching, vomiting, fatigue, weight_loss
557,jaundice,itching, vomiting, fatigue, weight_loss
558,jaundice,itching, vomiting, fatigue, weight_loss
559,jaundice,itching, vomiting, fatigue, weight_loss
560,malaria, chills, vomiting, high_fever, sweating
561,malaria, chills, vomiting, high_fever, sweating
562,malaria, chills, vomiting, high_fever, sweating
563,malaria, vomiting, high_fever, sweating, headache
564,malaria, chills, high_fever, sweating, headache
565,malaria, chills, vomiting, sweating, headache
566,malaria, chills, vomiting, high_fever, headache
567,malaria, chills, vomiting, high_fever, sweating
568,malaria, chills, vomiting, high_fever, sweating
569,malaria, chills, vomiting, high_fever, sweating
570,chicken pox,itching, skin_rash, fatigue, lethargy
571,chicken pox, skin_rash, fatigue, lethargy, high_fever
572,chicken pox,itching, fatigue, lethargy, high_fever
573,chicken pox,itching, skin_rash, lethargy, high_fever
574,chicken pox,itching, skin_rash, fatigue, high_fever
575,chicken pox,itching, skin_rash, fatigue, lethargy
576,chicken pox,itching, skin_rash, fatigue, lethargy
577,chicken pox,itching, skin_rash, fatigue, lethargy
578,chicken pox,itching, skin_rash, fatigue, lethargy
579,chicken pox,itching, skin_rash, fatigue, lethargy
580,dengue, skin_rash, chills, joint_pain, vomiting
581,dengue, skin_rash, chills, joint_pain, vomiting
582,dengue, skin_rash, chills, joint_pain, vomiting
583,dengue, skin_rash, chills, joint_pain, vomiting
584,dengue, chills, joint_pain, vomiting, fatigue
585,dengue, skin_rash, joint_pain, vomiting, fatigue
586,dengue, skin_rash, chills, vomiting, fatigue
587,dengue, skin_rash, chills, joint_pain, fatigue
588,dengue, skin_rash, chills, joint_pain, vomiting
589,dengue, skin_rash, chills, joint_pain, vomiting
590,typhoid, chills, vomiting, fatigue, high_fever
591,typhoid, chills, vomiting, fatigue, high_fever
592,typhoid, chills, vomiting, fatigue, high_fever
593,typhoid, chills, vomiting, fatigue, high_fever
594,typhoid, chills, vomiting, fatigue, high_fever
595,typhoid, chills, vomiting, fatigue, high_fever
596,typhoid, chills, vomiting, fatigue, high_fever
597,typhoid, chills, vomiting, fatigue, high_fever
598,typhoid, chills, vomiting, fatigue, high_fever
599,typhoid, chills, fatigue, high_fever, headache
600,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
601,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
602,hepatitis a, vomiting, yellowish_skin, dark_urine, nausea
603,hepatitis a, joint_pain, yellowish_skin, dark_urine, nausea
604,hepatitis a, joint_pain, vomiting, dark_urine, nausea
605,hepatitis a, joint_pain, vomiting, yellowish_skin, nausea
606,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
607,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
608,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
609,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
610,hepatitis b,itching, fatigue, lethargy, yellowish_skin
611,hepatitis b,itching, fatigue, lethargy, yellowish_skin
612,hepatitis b, fatigue, lethargy, yellowish_skin, dark_urine
613,hepatitis b,itching, lethargy, yellowish_skin, dark_urine
614,hepatitis b,itching, fatigue, yellowish_skin, dark_urine
615,hepatitis b,itching, fatigue, lethargy, dark_urine
616,hepatitis b,itching, fatigue, lethargy, yellowish_skin
617,hepatitis b,itching, fatigue, lethargy, yellowish_skin
618,hepatitis b,itching, fatigue, lethargy, yellowish_skin
619,hepatitis b,itching, fatigue, lethargy, yellowish_skin
620,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
621,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
622,hepatitis c, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
623,hepatitis c, fatigue, nausea, loss_of_appetite, yellowing_of_eyes
624,hepatitis c, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes
625,hepatitis c, fatigue, yellowish_skin, nausea, yellowing_of_eyes
626,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
627,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
628,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
629,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
630,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
631,hepatitis d, vomiting, fatigue, yellowish_skin, dark_urine
632,hepatitis d, joint_pain, fatigue, yellowish_skin, dark_urine
633,hepatitis d, joint_pain, vomiting, yellowish_skin, dark_urine
634,hepatitis d, joint_pain, vomiting, fatigue, dark_urine
635,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
636,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
637,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
638,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
639,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
640,hepatitis e, joint_pain, vomiting, fatigue, high_fever
641,hepatitis e, joint_pain, vomiting, fatigue, high_fever
642,hepatitis e, joint_pain, vomiting, fatigue, high_fever
643,hepatitis e, vomiting, fatigue, high_fever, yellowish_skin
644,hepatitis e, joint_pain, fatigue, high_fever, yellowish_skin
645,hepatitis e, joint_pain, vomiting, high_fever, yellowish_skin
646,hepatitis e, joint_pain, vomiting, fatigue, yellowish_skin
647,hepatitis e, joint_pain, vomiting, fatigue, high_fever
648,hepatitis e, joint_pain, vomiting, fatigue, high_fever
649,hepatitis e, joint_pain, vomiting, fatigue, high_fever
650,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
651,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
652,alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
653,alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen
654,alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen
655,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen
656,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
